chr	start	end	DNA average	DNA rank	Group	P7 CM P300 binding	ID	RNA average	RNA:DNA average
chr2	5075681	5076080	267.0224222	964	ES	1	62	110.5253536	0.413917875
chr19	3167765	3168164	266.9450304	871	ES	0	930	121.8467309	0.456448771
chr17	5903850	5904249	266.5927612	1298	ES	2	869	81.58025376	0.306010761
chr11	3492759	3493158	265.9357378	683	ES	8	498	156.1475623	0.587162762
chr16	4818490	4818889	265.7986891	1796	ES	1	768	38.94932085	0.146536919
chr19	3840762	3841161	264.3337735	1468	ES	1	946	67.55543191	0.255568674
chr12	3101954	3102353	261.5206319	1140	ES	0	600	93.32395951	0.356851231
chr2	5117010	5117409	259.6137536	643	ES	0	65	161.9071769	0.623646377
chr11	5887223	5887622	258.6060193	984	ES	4	582	105.2650771	0.407048055
chr6	4985706	4986105	258.5633841	1631	ES	7	239	53.71260119	0.207734755
chr12	3606131	3606530	257.5293533	515	ES	0	618	192.7465811	0.748445094
chr1	3953487	3953886	256.5792501	1286	ES	3	5	79.53663339	0.309988564
chr11	3302864	3303263	256.3113474	779	ES	26	487	131.2485293	0.512066791
chr16	5473484	5473883	255.629932	1752	ES	8	780	42.49826992	0.166249193
chr19	4785254	4785653	254.5366847	901	ES	6	963	113.6573576	0.446526432
chr11	4498862	4499261	253.0897257	831	ES	1	537	121.7018926	0.480864611
chr17	5713324	5713723	253.0174013	1219	ES	1	858	83.71605535	0.330870742
chr12	3690931	3691330	252.7264182	1289	ES	0	622	78.20601208	0.309449296
chr11	5046318	5046717	250.3820296	1383	ES	2	555	69.95036414	0.279374539
chr19	5515929	5516328	250.0159785	1052	ES	3	983	95.40445589	0.381593434
chr2	6079998	6080397	248.258526	1353	ES	0	99	71.32351571	0.287295332
chr2	4221763	4222162	243.9184178	1148	ES	4	41	86.02298617	0.352671139
chr16	5365990	5366389	243.4678726	1673	ES	9	777	47.51660099	0.195165795
chr11	3348274	3348673	243.2423302	1283	ES	9	490	75.5703174	0.310679138
chr11	4604384	4604783	242.9955115	1130	ES	17	539	87.44449388	0.359860531
chr6	6052718	6053117	242.7844806	1930	ES	3	270	15.61460497	0.064314675
chr12	3732644	3733043	241.4214846	1556	ES	20	623	55.98928053	0.23191507
chr2	6055478	6055877	241.1224569	1817	ES	0	93	33.10218879	0.137283724
chr19	5778176	5778575	240.7038393	1676	ES	0	990	46.75533534	0.194244244
chr11	5980608	5981007	240.2713039	1966	ES	0	588	4.331090622	0.018025834
chr12	4898021	4898420	239.8330238	1542	ES	2	656	56.45510621	0.23539338
chr6	4914957	4915356	239.347976	1357	ES	4	231	68.43035297	0.285903203
chr17	5007275	5007674	238.8126501	1655	ES	39	834	48.0281465	0.201112238
chr6	6173868	6174267	238.6657388	1736	ES	1	283	41.46348744	0.173730371
chr10	4099991	4100390	238.1759312	1135	ES	1	436	85.24248978	0.357897162
chr1	4842264	4842663	237.5506546	1735	ES	0	19	41.28498298	0.17379444
chr11	5694253	5694652	237.3700189	1424	ES	0	573	63.7517142	0.268575259
chr11	4763492	4763891	236.5638022	1917	ES	2	545	18.76503785	0.079323369
chr8	5416829	5417228	235.7708032	1456	ES	2	400	61.02247874	0.258821185
chr19	5837066	5837465	235.6754716	557	ES	24	996	163.2924698	0.692870025
chr18	3514181	3514580	234.6654185	887	ES	2	888	106.1665878	0.452416843
chr10	5794638	5795037	233.7751989	1731	ES	3	481	40.80526304	0.174549153
chr11	6049667	6050066	233.4325865	709	ES	1	593	133.110999	0.57023315
chr19	3644391	3644790	233.3268344	1510	ES	0	939	57.32774138	0.245697163
chr10	4325256	4325655	233.319779	1385	ES	5	403	64.93721867	0.278318533
chr4	3373401	3373800	232.62091	770	ES	0	125	120.4090456	0.517619184
chr12	3942068	3942467	232.2152988	1519	ES	2	629	56.2626773	0.242286695
chr7	4320360	4320759	231.982635	398	ES	0	334	223.3853164	0.962939818
chr17	5853960	5854359	231.5929474	1964	ES	3	864	5.893921159	0.025449485
chr18	3867372	3867771	231.4852387	1579	ES	0	897	52.41438248	0.226426457
chr18	3352046	3352445	230.4909628	1886	ES	0	880	22.99854113	0.099780663
chr11	4793023	4793422	229.9637945	1926	ES	0	548	15.74097285	0.068449787
chr12	3738885	3739284	228.4388277	435	ES	2	624	207.1375657	0.906752883
chr19	5013232	5013631	226.4151679	634	ES	8	973	143.3576797	0.633162879
chr17	3156066	3156465	225.3463093	1592	ES	0	790	49.98759099	0.221825648
chr19	3842486	3842885	225.1454505	389	ES	1	947	219.9280275	0.976826434
chr19	5177054	5177453	222.0888026	1012	ES	7	978	88.37694269	0.397935158
chr10	4338950	4339349	221.950982	1450	ES	6	464	57.96713888	0.261170905
chr6	5119682	5120081	221.1239752	785	ES	0	250	112.2018804	0.507416169
chr11	5947024	5947423	220.8826391	1614	ES	3	585	47.22609471	0.213806277
chr2	5725204	5725603	220.7058169	1566	ES	1	84	50.55782843	0.229073384
chr19	4836135	4836534	219.4088431	1498	ES	0	968	54.53396413	0.248549527
chr2	5046051	5046450	217.8835646	1170	ES	7	61	75.23721718	0.345309282
chr6	4973348	4973747	217.2638697	775	ES	1	235	111.6352349	0.513823283
chr1	4059358	4059757	216.3096486	1055	ES	0	9	82.44892397	0.381161564
chr12	5067676	5068075	215.2719239	767	ES	0	660	111.8648495	0.519644399
chr2	5600175	5600574	215.0792712	568	ES	0	77	147.6227024	0.686364156
chr4	5665829	5666228	213.7247917	544	ES	16	154	151.7550175	0.710048733
chr12	3767329	3767728	212.9935758	1396	ES	3	625	58.67143417	0.275461051
chr19	5579832	5580231	211.7145495	1607	ES	3	986	46.02439311	0.2173889
chr7	4704639	4705038	210.799142	1311	ES	1	346	63.37563672	0.300644662
chr19	4567769	4568168	209.8376334	815	ES	5	960	102.2684097	0.487369249
chr12	3546367	3546766	209.4137267	601	ES	1	613	138.3495698	0.660651868
chr11	3380557	3380956	208.6481454	1186	ES	1	492	71.09357846	0.340734294
chr10	4111107	4111506	207.3076013	1293	ES	1	438	63.84514366	0.307972999
chr13	5480876	5481275	206.959385	817	ES	0	698	100.4525948	0.48537347
chr13	3726304	3726703	206.6874484	874	ES	18	680	94.03791338	0.454976411
chr11	4690694	4691093	205.0083004	285	ES	1	542	282.4626846	1.377810967
chr5	3514940	3515339	203.7832285	1249	ES	5	176	65.05678931	0.319245061
chr8	3420166	3420565	203.2706146	1442	ES	25	367	53.40423176	0.262724801
chr11	6016536	6016935	202.3654381	1035	ES	3	589	78.34706313	0.387156344
chr2	5946766	5947165	202.3018392	689	ES	0	91	117.4811618	0.580722164
chr11	4299274	4299673	202.2647148	1374	ES	38	524	56.91727045	0.2813999
chr6	3875607	3876006	201.3799151	1305	ES	0	215	60.87838906	0.302306161
chr6	5576750	5577149	199.5047049	1780	ES	0	263	30.90306528	0.15489893
chr6	4399837	4400236	199.3496242	1296	ES	8	218	61.10943441	0.306544016
chr7	4820812	4821211	199.2653486	504	ES	2	349	152.4525922	0.765073272
chr10	4123397	4123796	196.0658723	1261	ES	7	439	62.205187	0.317266775
chr8	5093861	5094260	195.5567266	961	ES	0	399	81.15093402	0.414973882
chr13	6137297	6137696	194.0072697	1068	ES	6	713	73.01988377	0.37637705
chr18	4249290	4249689	193.619065	1773	ES	1	901	30.44056804	0.157218857
chr2	5372751	5373150	193.037419	1823	ES	2	72	26.03001943	0.134844423
chr13	3584604	3585003	189.6447222	1750	ES	0	677	31.63059698	0.166788702
chr6	4968167	4968566	189.2130154	1282	ES	1	234	58.79182032	0.310717633
chr11	4012659	4013058	187.6501	1737	ES	1	513	32.46358	0.173000601
chr13	4560650	4561049	187.1805156	847	ES	1	691	87.79604533	0.469044788
chr19	5746318	5746717	186.2339411	1080	ES	0	988	69.40730146	0.372688786
chr17	5476477	5476876	186.1598962	1439	ES	2	851	49.09179538	0.263707686
chr5	3670194	3670593	185.409228	1751	ES	0	179	30.87177581	0.166506145
chr11	5850109	5850508	184.9478748	966	ES	0	581	76.53146209	0.41380017
chr12	3405641	3406040	184.7987524	824	ES	1	607	89.26183205	0.483021833
chr6	3552533	3552932	183.3882591	1942	ES	0	209	10.08750665	0.055006284
chr17	5956573	5956972	182.8705214	972	ES	2	871	75.35107539	0.412046047
chr10	4249281	4249680	182.0995696	1476	ES	1	448	46.15063245	0.253436252
chr8	3645792	3646191	181.0402275	1633	ES	5	379	37.5880769	0.207622789
chr13	5974200	5974599	180.6004727	1502	ES	2	711	44.71689628	0.247601214
chr5	5998593	5998992	180.4407003	1096	ES	1	200	66.60935075	0.36914815
chr3	3667708	3668107	179.7639893	1620	ES	2	112	38.25128005	0.21278611
chr11	5939528	5939927	179.3590842	656	ES	0	583	109.9385884	0.612952441
chr5	5166136	5166535	179.1069837	1798	ES	2	188	26.07455666	0.145580904
chr7	3193627	3194026	178.394711	613	ES	2	290	116.2612493	0.651707938
chr13	3106668	3107067	177.7010816	946	ES	0	670	74.60991685	0.419861917
chr18	5015019	5015418	177.6102891	1191	ES	7	920	60.48291738	0.340537239
chr16	4293242	4293641	177.4951945	1553	ES	1	756	41.42908763	0.23340963
chr5	3332827	3333226	177.0982652	1339	ES	0	170	51.54898278	0.291075594
chr18	5011960	5012359	176.1480394	1678	ES	0	919	34.07650752	0.1934538
chr7	4671850	4672249	175.6020998	559	ES	14	344	121.4269377	0.691489098
chr10	3866618	3867017	175.3410739	1366	ES	1	427	49.72668675	0.283599762
chr7	3483412	3483811	175.1925017	490	ES	0	319	140.6346529	0.802743562
chr6	6133646	6134045	174.7707862	1213	ES	22	277	58.02041781	0.33198007
chr7	4670697	4671096	174.6938032	1514	ES	2	343	42.68890212	0.244364146
chr4	5648170	5648569	174.6366314	1057	ES	2	151	66.46172852	0.380571521
chr7	4906589	4906988	174.590682	1484	ES	0	355	44.04223504	0.25225994
chr15	3319889	3320288	174.200716	750	ES	0	718	92.97137343	0.533702591
chr5	5323435	5323834	174.0981803	1770	ES	0	190	27.56475111	0.158328772
chr12	4558766	4559165	171.9913867	511	ES	16	654	129.901521	0.755279223
chr10	4056319	4056718	170.9410558	1504	ES	1	432	42.22655607	0.247024074
chr19	3820973	3821372	170.6260542	1699	ES	3	945	31.45537232	0.184352691
chr1	4493251	4493650	170.110877	1973	ES	5	12	1.991584653	0.011707568
chr6	4977489	4977888	169.7864375	823	ES	7	236	82.04573397	0.483229021
chr11	4239271	4239670	168.6524876	1222	ES	0	518	55.5831798	0.32957225
chr3	6051782	6052181	168.5004066	1415	ES	0	120	45.50309782	0.270047407
chr16	4901233	4901632	168.4128678	487	ES	8	769	136.1115054	0.80820134
chr2	4420655	4421054	168.4126815	1322	ES	2	45	50.00519389	0.296920597
chr16	5150515	5150914	168.0201345	1368	ES	0	773	47.616504	0.283397607
chr11	5324302	5324701	167.9299548	1367	ES	1	565	47.59830752	0.283441436
chr19	3435064	3435463	166.733132	1088	ES	0	932	61.76876687	0.370464863
chr11	4461113	4461512	166.3313979	1890	ES	8	531	15.82717998	0.095154494
chr2	5801311	5801710	165.6720662	1399	ES	2	90	45.47183592	0.274468937
chr1	4919299	4919698	165.6021014	1882	ES	2	21	17.32143575	0.104596715
chr12	5189578	5189977	165.2058581	1563	ES	3	663	38.06647239	0.230418417
chr10	4354408	4354807	165.1964703	1915	ES	2	465	13.33072013	0.080696156
chr18	5586659	5587058	164.979846	1640	ES	4	927	33.76676116	0.204672037
chr8	4342855	4343254	164.7534335	1064	ES	0	387	62.19204112	0.377485554
chr11	4497411	4497810	163.8231014	1215	ES	6	536	54.35719307	0.3318042
chr15	3204150	3204549	163.5277351	884	ES	2	716	74.07315969	0.452970009
chr10	4334400	4334799	163.0405507	1957	ES	17	462	5.911691797	0.036259027
chr10	3841953	3842352	162.2866792	660	ES	0	423	98.10805707	0.60453549
chr19	5058726	5059125	162.0867367	1935	ES	2	975	9.692262257	0.059796763
chr6	6139026	6139425	160.8731579	1264	ES	1	279	50.92746263	0.316569049
chr4	4465276	4465675	160.8516714	1522	ES	1	144	38.9456	0.242121202
chr2	5735783	5736182	160.4777942	1009	ES	0	85	64.11928318	0.399552371
chr2	5162789	5163188	160.3941125	810	ES	1	66	78.74202436	0.490928396
chr1	5233070	5233469	160.1830262	1653	ES	0	30	32.28506021	0.201551069
chr17	5323417	5323816	159.6514579	1671	ES	3	847	31.32615808	0.196215922
chr6	5033112	5033511	159.3783029	735	ES	1	248	86.78866471	0.544545042
chr11	3396241	3396640	158.3302303	492	ES	2	495	126.3830155	0.798224163
chr6	6115883	6116282	157.4506243	804	ES	4	275	77.79801386	0.494110546
chr18	3359911	3360310	157.2250464	1205	ES	1	881	52.81724577	0.335934045
chr5	3521714	3522113	156.6451063	1000	ES	3	177	63.03773673	0.402423914
chr7	3360556	3360955	155.8984543	530	ES	5	310	113.6491216	0.728994538
chr18	4769211	4769610	154.6695671	907	ES	3	913	68.62355486	0.443678457
chr17	3502794	3503193	152.9114585	1166	ES	4	809	53.03662828	0.346845349
chr7	3336474	3336873	152.8592097	1423	ES	1	304	41.11613635	0.268980433
chr17	5052724	5053123	151.8507222	1513	ES	1	836	37.12948005	0.244513029
chr10	4275969	4276368	151.3063587	1508	ES	0	455	37.3153184	0.246620953
chr2	6142850	6143249	150.8768158	1844	ES	2	103	18.49992124	0.122616064
chr10	4254112	4254511	149.7342784	1180	ES	0	452	51.31371625	0.342698524
chr6	5139097	5139496	149.6661165	1729	ES	2	251	26.14639917	0.174698187
chr2	4293739	4294138	149.6025553	1954	ES	0	43	5.993442995	0.040062437
chr18	5968989	5969388	149.3197302	1602	ES	0	929	32.51846034	0.217777385
chr15	5623001	5623400	149.2193375	607	ES	0	732	97.69326218	0.654695724
chr7	4902458	4902857	148.6403229	1285	ES	1	354	46.10124673	0.310153031
chr12	3393189	3393588	148.6014216	858	ES	3	606	68.83940843	0.463248653
chr17	5614932	5615331	148.3119604	1585	ES	28	853	33.40345246	0.225224266
chr8	4147432	4147831	147.8401848	1304	ES	0	383	44.74057914	0.302627998
chr19	4832212	4832611	146.4578956	1235	ES	5	967	47.59732335	0.324989808
chr16	4014084	4014483	146.0347881	1206	ES	2	748	48.97337346	0.335354158
chr12	5213533	5213932	145.5646703	807	ES	24	665	71.68390767	0.492454024
chr18	4404143	4404542	145.0198475	706	ES	2	906	83.06889128	0.572810499
chr1	4544004	4544403	144.8948976	1636	ES	36	13	29.75403826	0.20534911
chr5	3394970	3395369	144.7291042	493	ES	5	173	114.9289246	0.794096842
chr18	5720326	5720725	144.3767228	1453	ES	2	928	37.51763382	0.259859298
chr10	3235647	3236046	143.8883745	418	ES	0	407	135.3333328	0.9405439
chr1	4851876	4852275	142.7223456	1766	ES	3	20	22.85819821	0.16015851
chr11	3905087	3905486	141.7481422	1663	ES	1	510	28.14741477	0.19857343
chr16	5483300	5483699	141.363165	1124	ES	2	781	51.14813077	0.361820781
chr11	5692120	5692519	141.2555506	1221	ES	2	572	46.58021831	0.329758499
chr19	4723658	4724057	140.9692981	597	ES	5	962	93.74130826	0.664976768
chr10	3181075	3181474	139.7835846	1582	ES	2	405	31.51677441	0.225468352
chr6	5019282	5019681	139.3056772	364	ES	10	243	143.7278826	1.031744617
chr18	3346710	3347109	138.8213345	1869	ES	0	879	15.63296049	0.112612089
chr18	3616285	3616684	138.7799209	820	ES	27	890	67.23270533	0.484455568
chr7	3352594	3352993	138.2661357	1214	ES	1	308	45.89235677	0.331913209
chr4	5693918	5694317	138.1259964	1411	ES	0	157	37.50267937	0.271510652
chr7	4869978	4870377	137.8688947	1073	ES	0	352	51.73373332	0.375238617
chr12	3186546	3186945	137.7000838	368	ES	0	604	140.3667679	1.019365886
chr15	3205703	3206102	137.238583	1797	ES	3	717	20.02306189	0.145899655
chr7	4702631	4703030	136.9377563	443	ES	2	345	122.7008131	0.896033471
chr2	5669742	5670141	136.9371884	1433	ES	2	83	36.40094672	0.265822215
chr18	3763000	3763399	136.725715	960	ES	3	893	56.76917673	0.415204826
chr1	4947218	4947617	136.2383675	957	ES	1	22	56.6221875	0.415611171
chr19	3699627	3700026	135.2434661	936	ES	0	942	57.52343111	0.425332423
chr17	3516388	3516787	134.7834527	753	ES	2	811	71.44998222	0.530109452
chr11	5505983	5506382	134.3780528	1457	ES	12	569	34.7448366	0.258560352
chr18	5142772	5143171	133.845997	863	ES	15	922	61.33475814	0.45824873
chr12	3936573	3936972	132.8553503	764	ES	1	628	69.2890204	0.521537298
chr12	4507152	4507551	132.5845067	915	ES	1	647	58.28444129	0.439602203
chr6	6141906	6142305	132.4723447	1621	ES	3	281	28.15238625	0.212515196
chr11	4432928	4433327	132.0561095	1537	ES	0	530	31.22680826	0.236466214
chr6	5708088	5708487	131.5721184	1479	ES	1	264	33.27898671	0.252933426
chr17	3407098	3407497	131.5307653	1288	ES	2	800	40.72158295	0.3095974
chr19	3531093	3531492	131.3172034	1674	ES	0	934	25.55849	0.194631696
chr11	4800648	4801047	130.6237803	1466	ES	1	549	33.43075088	0.255931583
chr10	3881174	3881573	129.9891617	1434	ES	1	428	34.48848348	0.265318147
chr2	4345337	4345736	129.973597	1747	ES	0	44	21.76938351	0.167490814
chr2	5484180	5484579	128.9230193	1919	ES	0	74	9.83232884	0.076265115
chr10	6034763	6035162	128.4136164	1379	ES	3	484	35.93872371	0.279866923
chr16	3842953	3843352	127.7535505	550	ES	2	745	89.63266816	0.701606083
chr19	4821215	4821614	127.5436827	1141	ES	5	965	45.46071021	0.356432473
chr11	3426204	3426603	127.334162	1394	ES	1	497	35.18701266	0.276335997
chr19	4948723	4949122	127.0102349	1920	ES	0	972	9.621816382	0.075756229
chr16	4272255	4272654	126.139816	909	ES	5	753	55.88712295	0.443056956
chr11	6038148	6038547	126.0922787	1173	ES	2	592	43.48373973	0.344856483
chr1	4611750	4612149	125.3078508	996	ES	0	15	50.50192341	0.40302282
chr19	4018409	4018808	125.1535315	1333	ES	3	952	36.61794064	0.292584158
chr2	4985082	4985481	124.9114267	1134	ES	1	59	44.7185731	0.35800226
chr12	4086637	4087036	124.8247297	1125	ES	4	633	45.14237155	0.361646059
chr6	5470489	5470888	124.475986	1146	ES	0	260	44.01045817	0.353565853
chr10	3850667	3851066	124.4291547	1701	ES	5	424	22.8229466	0.183421214
chr10	4251392	4251791	124.3742472	1786	ES	1	450	18.7855893	0.151040828
chr10	3834640	3835039	123.8730919	865	ES	13	422	56.67585076	0.457531574
chr11	5477836	5478235	123.3016873	1426	ES	4	567	33.10044516	0.268450869
chr10	4332990	4333389	123.0415682	659	ES	3	461	74.66956791	0.606864566
chr15	5023700	5024099	122.6424655	1070	ES	1	725	46.03506356	0.3753599
chr13	4186691	4187090	122.5963203	1571	ES	1	687	28.02344812	0.22858311
chr10	4372662	4373061	122.1487654	1384	ES	0	467	34.02723913	0.278572109
chr7	6146104	6146503	121.1620866	434	ES	19	359	109.9350434	0.907338644
chr10	3852503	3852902	120.5604132	1680	ES	1	425	23.14618411	0.191988261
chr7	4003711	4004110	120.5057065	1511	ES	0	327	29.59009028	0.245549287
chr11	4251488	4251887	120.4852648	1841	ES	0	521	14.86491975	0.123375417
chr2	6170913	6171312	120.3497839	1883	ES	0	105	12.24670641	0.101759272
chr17	4174861	4175260	119.5978692	846	ES	9	817	56.2010907	0.469917157
chr17	3411506	3411905	119.2416225	716	ES	1	802	67.2659497	0.56411468
chr12	4161734	4162133	119.1309634	362	ES	1	637	123.9373741	1.040345605
chr8	3535886	3536285	117.4672138	1910	ES	0	371	9.643285006	0.082093417
chr13	4183267	4183666	117.0952371	488	ES	6	686	94.55399391	0.807496498
chr7	3200171	3200570	116.6217474	1061	ES	2	293	44.16942973	0.378740936
chr13	4559200	4559599	115.7738586	314	ES	7	690	142.9599226	1.234820401
chr12	4911740	4912139	115.4814199	1119	ES	7	658	41.99012425	0.363609352
chr11	4862754	4863153	115.1351717	1232	ES	1	553	37.58278567	0.326423152
chr2	4549993	4550392	113.9833019	1645	ES	8	48	23.25830882	0.204050141
chr12	4127439	4127838	113.6947212	638	ES	1	635	71.50306687	0.628904017
chr2	5759466	5759865	113.2531685	1691	ES	0	86	21.36985922	0.188691049
chr4	3393893	3394292	112.3268149	1416	ES	0	126	30.33050375	0.270020153
chr4	4620380	4620779	112.3042647	679	ES	0	147	66.21091302	0.589567219
chr4	4490728	4491127	112.2343709	1091	ES	6	145	41.55263838	0.370230956
chr19	5538712	5539111	111.9306189	1835	ES	0	985	14.14481055	0.126371235
chr17	3506085	3506484	111.0987446	1131	ES	2	810	39.92792798	0.359391352
chr12	3599539	3599938	110.643928	1016	ES	2	616	43.79987523	0.395863343
chr11	3385336	3385735	110.5825851	1659	ES	0	493	22.13072915	0.20012852
chr11	4756754	4757153	109.8767529	1921	ES	0	543	8.307792429	0.075610101
chr18	4314974	4315373	109.4164882	1251	ES	4	902	34.86717504	0.318664724
chr13	3219476	3219875	109.3671092	1150	ES	1	671	38.51651226	0.352176377
chr17	4946781	4947180	109.1386791	1649	ES	1	829	22.19051312	0.203324003
chr6	5829407	5829806	108.3514472	1541	ES	7	268	25.52773553	0.235601242
chr6	6075294	6075693	108.3333147	1488	ES	0	272	27.22566312	0.251313857
chr18	3718550	3718949	108.1287914	1515	ES	2	892	26.30743254	0.243297203
chr1	4471374	4471773	107.7241979	1768	ES	12	11	17.09244756	0.158668599
chr12	4556847	4557246	107.2823146	1505	ES	3	653	26.49164295	0.246933924
chr16	4568002	4568401	107.1591165	1319	ES	16	765	31.93043096	0.297972137
chr7	3165172	3165571	107.1310683	1229	ES	2	287	35.03627021	0.327041173
chr10	5085824	5086223	107.1264098	1101	ES	3	475	39.35699491	0.36738835
chr10	3645166	3645565	105.6309254	1401	ES	33	416	28.9742865	0.274297384
chr16	5157456	5157855	105.3516939	1193	ES	2	774	35.78882721	0.339708133
chr11	4643770	4644169	105.2872155	1133	ES	0	540	37.77234657	0.3587553
chr4	5690409	5690808	105.2351851	1129	ES	4	156	37.91921136	0.360328262
chr19	3757667	3758066	105.0387485	970	ES	0	943	43.34525601	0.412659677
chr8	3086236	3086635	104.9594291	1427	ES	0	360	28.17112235	0.26840011
chr11	5968314	5968713	104.6046194	1743	ES	0	586	17.75204396	0.169706119
chr18	4443689	4444088	103.6917043	1430	ES	3	910	27.76703743	0.26778456
chr2	4817788	4818187	103.6207918	1175	ES	3	54	35.69655541	0.344492209
chr7	3586282	3586681	102.0969817	1574	ES	0	322	23.29821131	0.228196867
chr16	4605647	4606046	101.6140687	1895	ES	2	766	9.290419778	0.091428479
chr10	5857915	5858314	101.4116161	969	ES	2	483	41.88564453	0.413026102
chr15	5933606	5934005	100.2485376	1647	ES	0	734	20.4000885	0.203495123
chr7	3228210	3228609	100.1579081	819	ES	2	298	48.52932436	0.484528134
chr12	3663324	3663723	100.0185575	1712	ES	3	619	18.05215341	0.18048804
chr7	3093171	3093570	99.74613789	1470	ES	1	285	25.43339344	0.254981235
chr11	4879351	4879750	99.02349299	1270	ES	1	554	31.15550738	0.314627433
chr12	4166933	4167332	98.98218707	1804	ES	0	638	14.24324332	0.143897036
chr4	4426608	4427007	98.86798977	1524	ES	0	143	23.92127513	0.241951669
chr6	4739744	4740143	98.25221909	708	ES	2	227	56.08791811	0.570856502
chr2	3248808	3249207	97.91020555	1646	ES	0	36	19.94380994	0.203694904
chr17	3410263	3410662	97.70759714	762	ES	6	801	51.24758013	0.524499442
chr11	3418698	3419097	97.35721563	1373	ES	13	496	27.40946849	0.281535049
chr17	5143716	5144115	97.19032919	549	ES	1	842	68.22869971	0.702011201
chr18	4940076	4940475	97.15728358	1272	ES	1	917	30.49519136	0.313874475
chr4	3730342	3730741	96.98334897	1790	ES	0	134	14.41335518	0.148616802
chr13	4055459	4055858	96.94393299	654	ES	10	685	59.66241012	0.615432119
chr17	5270761	5271160	96.70908536	717	ES	2	845	54.32845797	0.561772017
chr17	3421520	3421919	96.27068483	1185	ES	1	803	32.84568826	0.341180582
chr6	5332603	5333002	95.79815234	1487	ES	0	253	24.08779495	0.25144321
chr10	4289486	4289885	95.50881652	1503	ES	4	458	23.61542222	0.247259081
chr12	3669965	3670364	95.48155566	1372	ES	3	598	26.89109348	0.281636524
chr4	4686929	4687328	95.42098376	1402	ES	2	148	26.15049366	0.27405391
chr10	4370112	4370511	95.00177828	1746	ES	0	466	15.9943865	0.168358812
chr15	3677058	3677457	94.77932426	938	ES	0	720	40.14548382	0.423567947
chr19	4849994	4850393	94.46040282	993	ES	2	969	38.14034971	0.403770771
chr2	4597105	4597504	93.73035943	1828	ES	3	51	12.29846769	0.131211144
chr11	5272803	5273202	93.70483994	1642	ES	3	563	19.15829667	0.204453651
chr11	5702278	5702677	93.52332378	562	ES	4	578	64.49753915	0.68964122
chr11	3573230	3573629	93.4907102	803	ES	107	502	46.28797691	0.495107769
chr6	3151845	3152244	93.44401483	1370	ES	1	201	26.43208682	0.282865488
chr10	3662697	3663096	93.40485508	1391	ES	3	418	25.91503681	0.277448499
chr10	6164322	6164721	93.06747181	1940	ES	1	486	5.169625733	0.055547074
chr11	5307049	5307448	93.06608706	794	ES	2	564	46.52468066	0.499910141
chr17	3460751	3461150	92.97345998	965	ES	1	807	38.47607497	0.413839336
chr2	6063374	6063773	92.84556795	1755	ES	1	95	15.31176531	0.164916491
chr11	5269706	5270105	92.41844202	1775	ES	2	562	14.41614551	0.155987757
chr10	3286873	3287272	92.38280272	1570	ES	0	409	21.13042486	0.228726822
chr16	5387866	5388265	92.3077297	910	ES	0	778	40.8120003	0.442129824
chr6	5485063	5485462	92.03969837	598	ES	10	262	61.18550248	0.664772957
chr11	5242207	5242606	92.00429756	331	ES	2	560	106.9218723	1.162139977
chr17	5404856	5405255	91.8851346	1639	ES	0	850	18.83781921	0.205014873
chr12	5005769	5006168	91.69639448	1182	ES	0	659	31.35885776	0.341985723
chr11	5049832	5050231	91.66209273	1022	ES	0	556	36.18704098	0.394787419
chr10	3302486	3302885	91.54404559	1745	ES	1	410	15.46173721	0.168899431
chr4	3819388	3819787	91.41261538	1478	ES	1	136	23.13500764	0.253083314
chr11	3818340	3818739	91.38049653	1151	ES	0	508	32.12518062	0.351554017
chr6	5380317	5380716	90.88861819	525	ES	1	256	66.91203297	0.736198154
chr17	5054310	5054709	90.64066369	906	ES	4	837	40.22715055	0.443809091
chr11	4464554	4464953	90.45722309	657	ES	4	533	55.07321184	0.608831555
chr10	4528125	4528524	90.19436267	1202	ES	0	473	30.38866268	0.336924191
chr19	5833154	5833553	89.64121692	1726	ES	11	994	15.72571879	0.175429555
chr12	4188583	4188982	89.37421497	1172	ES	1	643	30.82691172	0.344919524
chr8	4352747	4353146	89.25192142	1850	ES	0	388	10.68432692	0.119709769
chr11	4771784	4772183	89.1394028	986	ES	3	547	36.22408377	0.406375661
chr17	5258881	5259280	88.94070916	1946	ES	6	844	4.514956034	0.050763661
chr7	5736090	5736489	88.80488942	1562	ES	1	357	20.48272379	0.230648604
chr6	4733312	4733711	88.66274204	1245	ES	2	224	28.4244341	0.320590515
chr2	5668852	5669251	88.63900066	1799	ES	0	82	12.81212306	0.144542729
chr16	5926868	5927267	88.55323867	588	ES	0	787	59.54996378	0.672476407
chr11	4861026	4861425	88.11947664	603	ES	0	552	58.02526425	0.658483986
chr5	3150007	3150406	87.99932326	1624	ES	2	163	18.52285906	0.210488654
chr13	5878708	5879107	87.98801096	1325	ES	3	708	26.07149976	0.296307411
chr15	5992055	5992454	87.80711813	904	ES	0	736	39.09222206	0.445205615
chr16	3779664	3780063	87.7936901	535	ES	0	742	63.36438308	0.721741882
chr17	5781696	5782095	87.31749683	1421	ES	9	861	23.50248579	0.269161241
chr4	6093425	6093824	86.79665299	1613	ES	3	161	18.64125215	0.214769251
chr18	3690511	3690910	86.79444412	1137	ES	0	891	31.03860848	0.357610545
chr18	4405635	4406034	86.78579995	308	ES	2	907	109.9316961	1.26670142
